id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,amountUSD_defl,amountUSD_defl_millions,deflator,destination_country,destination_deliverychannel,destination_iso3,destination_ngotype,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,source_country,source_iso3,source_orgtype,source_privatemoney,year
246017,223607,,"",financial,2022-01-17T15:59:52.605Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Secondment	Techn. Assistance. Multiyear 2021/2022. 2022 total amount CHF 204,600	  (Z7H314300167)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246015,paid,2022-01-17T15:59:52.605Z,1,incoming,single,204600,Z7H314300167,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,11,Water Sanitation Hygiene,single,"","",153,Myanmar,single,"",,2915,United Nations Children's Fund,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,208120.893842089,0.208120893842089,1.07440918531544,Myanmar,UN Multi,MMR,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246019,203279,,"",financial,2022-01-17T16:11:23.702Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Regional Disaster Risk Reduction and Rapid Response Advisor Central Asia. Multiyear 2022/2024. 2022 total amount CHF 186,000 (Z7H314300168)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246018,paid,2022-01-17T16:11:23.702Z,1,incoming,single,186000,Z7H314300168,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,"","","","","",220,Tajikistan,single,"",,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",National government,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,189200.727970618,0.189200727970618,1.07440918531544,Tajikistan,Public Sector,TJK,"",DAC governments,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Switzerland,CHE,DAC governments,no,2022
246024,87432,,"",financial,2022-01-17T16:21:17.868Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,Emergency Nutrition Assistance. Multiyear 2021/2022. 2022 total amount CHF 80'000  (7F-09989.03),earmarked,0.915,2022-01-05T00:00:00Z,Standard,"",TRUE,CHF,Traditional aid,,paid,2022-01-17T16:21:17.868Z,1,incoming,single,80000,7F-09989.03,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,7; 9,Health; Nutrition,shared; shared,NULL; NULL,"",211,South Sudan,single,"",,4528,MEDAIR,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,81376.8173196792,0.0813768173196792,1.07440918531544,South Sudan,NGOs and CSOs,SSD,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246027,874317,,"",financial,2022-01-17T16:27:01.183Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"IFRC - Humanitarian Assistance and Protection for People on the Move. Multiyear 2021/2024. 2022 total amount CHF  800,000  (7F-10878.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246025,paid,2022-01-17T16:27:01.183Z,1,incoming,single,8e+05,7F-10878.01,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,"","","","","","","","","",,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International Society,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,813765.380964521,0.813765380964521,1.07440918531544,"",RCRC,,"",Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Switzerland,CHE,DAC governments,no,2022
246031,131952,,"",financial,2022-01-21T02:25:38.449Z,2022-01-11T00:00:00Z,2022-01-13T00:00:00Z,Mozambique OCHA Office  [OCT 10249];[OCHA - 7/2022],earmarked,,2022-01-18T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2022-01-21T11:09:16.912Z,2,incoming,single,,[OCT 10249];[OCHA - 7/2022],5301,"Portugal, Government of",single,Government,43,2022,single,"",179,Portugal,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","",152,Mozambique,single,"",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,121963.822571884,0.121963822571884,1.08189459150667,Mozambique,UN Multi,MOZ,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Portugal,PRT,DAC governments,no,2022
246033,2e+05,,"",financial,2022-02-03T02:25:23.845Z,2022-02-01T00:00:00Z,2022-01-17T00:00:00Z,Regional Office for Asia and the Pacific  [OCT 10238];[YK/OCHA/16],earmarked,,2022-01-18T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2022-02-03T07:29:40.735Z,3,incoming,single,,[OCT 10238];[YK/OCHA/16],4537,"Japan, Government of",single,Government,43,2022,single,"",112,Japan,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","",222,Thailand,single,"",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,197978.403174833,0.197978403174833,1.01021119876082,Thailand,UN Multi,THA,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Japan,JPN,DAC governments,no,2022
246042,9055200,2022,"",financial,2022-01-18T02:25:30.461Z,2022-01-26T00:00:00Z,2022-01-26T00:00:00Z,Core funding to CERF,unearmarked,0.8835,2022-01-17T00:00:00Z,Standard,"",TRUE,EUR,Traditional aid,,paid,2022-02-21T14:21:40.539Z,1,incoming,single,8e+06,19042625,5295,"Finland, Government of",single,Government,43,2022,single,"",75,Finland,single,,,National government,"",,"","",,"","","","","","","","","",,4762,Central Emergency Response Fund,single,Pooled fund,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",Global,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,8227731.18018916,8.22773118018916,1.10057071648175,"",UN Multi,,"",UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Finland,FIN,DAC governments,no,2022
246045,546448,,"",financial,2022-01-18T10:38:09.579Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Life-saving Humanitarian Assistance and Increased Resilience for Crisis-affected Populations in Syria. Multiyear 2021/2024. 2022 total amount CHF 500,000  (7F-09415.06)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246043,paid,2022-01-18T10:38:09.579Z,1,incoming,single,5e+05,7F-09415.06,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,"","","","","",218,Syrian Arab Republic,single,"",,4528,MEDAIR,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,508603.246759814,0.508603246759814,1.07440918531544,Syrian Arab Republic,NGOs and CSOs,SYR,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Switzerland,CHE,DAC governments,no,2022
246050,1319060,,"",financial,2022-01-18T10:50:04.379Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"SYR SC Conflict affected children, youth and their families benefit from a strengthened Child Protection, MHPSS and Education environment in Norther East Syria (NES). Multiyear 2021/2023. 2022 total amount CHF  1,206,940
(7F-10488.02)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246048,paid,2022-01-18T10:50:04.379Z,1,incoming,single,1206940,7F-10488.02,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,12,Protection - Child Protection,single,"","",218,Syrian Arab Republic,single,"",,2849,Save the Children,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,1227707.3000011,1.2277073000011,1.07440918531544,Syrian Arab Republic,NGOs and CSOs,SYR,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246053,2e+05,,"",financial,2022-01-18T11:33:48.727Z,2022-02-21T00:00:00Z,2021-12-21T00:00:00Z,"Philippines/Typhoon-2022: Food Assistance, Shelter and Settlements, WASH (USAID/BHA)",earmarked,,2022-01-14T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2022-02-04T10:33:22.170Z,1,incoming,single,,72049222GR00001,2933,"United States of America, Government of",single,Government,43,2022,single,"",237,United States,single,,,National government,"",,"","",,11; 6; 4,Water Sanitation Hygiene; Food Security; Emergency Shelter and NFI,shared; shared; shared,NULL; NULL; NULL,"",176,Philippines,single,"",,8516,Accion Contra el Hambre - Spain,single,NGO,,1101,Philippines: Super Typhoon Rai (Odette) - Humanitarian Needs and Priorities 2022,single,,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,6665; 6660; 6658,WASH; Food Security and Agriculture; Emergency Shelter,shared; shared; shared,NULL; NULL; NULL,"",NULL; NULL; NULL,,,,,,,,,,187873.736530744,0.187873736530744,1.06454475060314,Philippines,NGOs and CSOs,PHL,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,United States,USA,DAC governments,no,2022
246054,3699845,,"",financial,2022-01-18T11:35:34.911Z,2022-01-14T00:00:00Z,2022-01-14T00:00:00Z,"Philippines/Typhoon-2022:Economic Recovery and Market Systems, MPCA, WASH (USAID/BHA)",earmarked,,2022-01-14T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2022-02-04T10:40:37.675Z,1,incoming,single,,Fact Sheet #2 Fiscal Year (FY) 2022   720BHA22GR00056,2933,"United States of America, Government of",single,Government,43,2022,single,"",237,United States,single,,,National government,"",,"","",,11; 6,Water Sanitation Hygiene; Food Security,shared; shared,NULL; NULL,"",176,Philippines,single,"",,5373,Catholic Relief Services,single,NGO,,1101,Philippines: Super Typhoon Rai (Odette) - Humanitarian Needs and Priorities 2022,single,,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,6665; 6660,WASH; Food Security and Agriculture,shared; shared,NULL; NULL,"",NULL; NULL,,,,,,,,,,3475518.52367295,3.47551852367295,1.06454475060314,Philippines,NGOs and CSOs,PHL,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,United States,USA,DAC governments,no,2022
246055,7e+06,,"",financial,2022-01-18T11:36:48.607Z,2022-01-14T00:00:00Z,2022-01-14T00:00:00Z,"Philippines/Typhoon-2022: Protection, Shelter and Settlements, WASH (USAID/BHA)",earmarked,,2022-01-14T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2022-02-04T10:38:29.766Z,1,incoming,single,,Fact Sheet #2 Fiscal Year (FY) 2022   720BHA22IO00035,2933,"United States of America, Government of",single,Government,43,2022,single,"",237,United States,single,,,National government,"",,"","",,10; 4; 11,Protection; Emergency Shelter and NFI; Water Sanitation Hygiene,shared; shared; shared,NULL; NULL; NULL,"",176,Philippines,single,"",,2986,International Organization for Migration,single,UN agency,,1101,Philippines: Super Typhoon Rai (Odette) - Humanitarian Needs and Priorities 2022,single,,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,6664; 6658; 6665,Protection; Emergency Shelter; WASH,shared; shared; shared,NULL; NULL; NULL,"","",,,,,,,,,,6575580.77857604,6.57558077857604,1.06454475060314,Philippines,UN Multi,PHL,"",UN Multi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,United States,USA,DAC governments,no,2022
246056,3400000,,"",financial,2022-01-18T11:37:55.727Z,2022-01-14T00:00:00Z,2022-01-14T00:00:00Z,"Philippines/Typhoon-2022: Food Assistance, Logistics Support and Relief Commodities, Humanitarian Coordination and Info Management	(USAID/BHA)",earmarked,,2022-01-14T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2022-02-04T10:37:01.874Z,1,incoming,single,,Fact Sheet #2 Fiscal Year (FY) 2022   720BHA22IO00031,2933,"United States of America, Government of",single,Government,43,2022,single,"",237,United States,single,,,National government,"",,"","",,26480; 6; 8,Coordination and support services; Food Security; Logistics,shared; shared; shared,NULL; NULL; NULL,"",176,Philippines,single,"",,3049,World Food Programme,single,UN agency,,1101,Philippines: Super Typhoon Rai (Odette) - Humanitarian Needs and Priorities 2022,single,,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,6667; 6660; 6663,Coordination; Food Security and Agriculture; Logistics,shared; shared; shared,NULL; NULL; NULL,"","",,,,,,,,,,3193853.52102265,3.19385352102265,1.06454475060314,Philippines,UN Multi,PHL,"",UN Multi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,United States,USA,DAC governments,no,2022
246059,975738,,"",financial,2022-01-18T14:03:25.997Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"SDC Humanitarian SHA staff in Damascus. Multiyear 2021/2022, total amount CHF 1,041,600. 2022 portion total mount 892,800 (Z7H414400035)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,"",TRUE,CHF,Traditional aid,,paid,2022-01-18T14:03:25.997Z,1,incoming,single,892800,Z7H414400035,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","",218,Syrian Arab Republic,single,"",,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",National government,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,908162.377366058,0.908162377366058,1.07440918531544,Syrian Arab Republic,Public Sector,SYR,"",DAC governments,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246060,33880,,"",financial,2022-01-18T14:06:28.895Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"WASH, Water supply	 (7F-10002.01.05)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,"",TRUE,CHF,Traditional aid,,paid,2022-01-18T14:06:28.895Z,1,incoming,single,31000,7F-10002.01.05,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,11,Water Sanitation Hygiene,single,"","",38,Cambodia,single,"",,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",National government,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,31533.6097857847,0.0315336097857847,1.07440918531544,Cambodia,Public Sector,KHM,"",DAC governments,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246067,174863,,"",financial,2022-01-18T15:19:34.678Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Protection, access and security . Multiyear 2021/2023. 2022 total amount CHF 160,000  (7F-10343.02)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246065,paid,2022-01-18T15:19:34.678Z,1,incoming,single,160000,7F-10343.02,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,10,Protection,single,"","",49,Colombia,single,"",,4777,Colombian Red Cross Society,single,Red Cross/Red Crescent,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",National Society,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,162752.703895268,0.162752703895268,1.07440918531544,Colombia,RCRC,COL,"",Red Cross,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246071,349727,,"",financial,2022-01-18T15:30:42.767Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Protection, access and security . Multiyear 2021/2023. 2022 total amount CHF  320,000 (7F-10331.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246069,paid,2022-01-18T15:30:42.767Z,1,incoming,single,320000,7F-10331.01,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,10,Protection,single,"","",71,Ethiopia,single,"",,2986,International Organization for Migration,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,947,Ethiopia Tigray Complex Emergency,single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,325506.338534626,0.325506338534626,1.07440918531544,Ethiopia,UN Multi,ETH,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246075,49180,,"",financial,2022-01-18T15:46:29.447Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Additional: Cash based emergency food assistance & SGBV Response in East and Rumbek North Counties Lakes State. Multiyear 2021/2022. 2022 total amount CHF 45,000
(7F-10525.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246073,paid,2022-01-18T15:46:29.447Z,1,incoming,single,45000,7F-10525.01,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,6; 13,Food Security; Protection - Gender-Based Violence,shared; shared,NULL; NULL,"",211,South Sudan,single,"",,2991,Norwegian People's Aid,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,45773.9943702743,0.0457739943702743,1.07440918531544,South Sudan,NGOs and CSOs,SSD,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246078,573770,,"",financial,2022-01-18T16:15:24.765Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Supporting Humanitarian Safety II. Multiyear 2021/2025. 2022 total amount CHF 525,000 (7F-10799.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246076,paid,2022-01-18T16:15:24.765Z,1,incoming,single,525000,7F-10799.01,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,10,Protection,single,"","",251,Global,single,"",,6865,International NGO Safety Organisation,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,534033.036800169,0.534033036800169,1.07440918531544,Global,NGOs and CSOs,,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246084,1071148,,"",financial,2022-01-18T16:27:03.354Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Sustaining provision of water services through maintenance and repairs of sudden failures. Multiyear 2021/2022. 2022 total amount CHF  980,100 (7F-10762.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246082,paid,2022-01-18T16:27:03.354Z,1,incoming,single,980100,7F-10762.01,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,11,Water Sanitation Hygiene,single,"","",124,Lebanon,single,"",,2915,United Nations Children's Fund,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,996964.671039662,0.996964671039662,1.07440918531544,Lebanon,UN Multi,LBN,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246087,65574,,"",financial,2022-01-19T08:55:03.571Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Common Pipeline Support. Multiyear 2021/2022. 2022 total amount CHF 60,000 (7F-10886.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246085,paid,2022-01-19T08:55:03.571Z,1,incoming,single,60000,7F-10886.01,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,4,Emergency Shelter and NFI,single,"","",152,Mozambique,single,"",,2986,International Organization for Migration,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,61032.6129897594,0.0610326129897594,1.07440918531544,Mozambique,UN Multi,MOZ,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246093,546448,,"",financial,2022-01-19T09:15:47.021Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Aide d'urgence, protection. Multiyear 2021/2023. 2022 total amount CHF 500,000 (7F-09929.03)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246091,paid,2022-01-19T09:15:47.021Z,1,incoming,single,5e+05,7F-09929.03,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,10,Protection,single,"","",137,Mali,single,"",,2178,Norwegian Refugee Council,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,508603.246759814,0.508603246759814,1.07440918531544,Mali,NGOs and CSOs,MLI,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
246097,269891,,"",financial,2022-01-19T09:46:51.866Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"IT Talents for the MENA Region. Multiyear 2022/2025. 2022 total amount CHF246,950  (7F-10895.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,246096,paid,2022-01-19T09:46:51.866Z,1,incoming,single,246950,7F-10895.01,2924,"Switzerland, Government of",single,Government,43,2022,single,"",217,Switzerland,single,,,National government,"",,"","",,3,Education,single,"","","","","","",,12344,Remotecoders,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,251199.453326306,0.251199453326306,1.07440918531544,"",Other,,International NGO,Private sector corporations,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
