id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,amountUSD_defl,amountUSD_defl_millions,COVID,deflator,destination_deliverychannel,destination_globalcluster,destination_ngotype,destination_org_country,destination_org_iso3,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,newMoney_dest,source_globalcluster,source_org_country,source_org_iso3,source_orgtype,source_privatemoney,year
3341,3415215,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Multi-sector,"",,2001-04-25T00:00:00Z,Standard,Humanitarian aid,FALSE,"",Traditional aid,,paid,2001-06-15T00:00:00Z,1,internal,single,,"",4397,United Nations High Commissioner for Refugees,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,,"","",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,405,Multi-sectoral assistance,single,,SEE/FRY/UNHCR-01-1/N04,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5107354.92667811,5.10735492667811,FALSE,0.66868566,UN Multi,Multi-sector,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,UN Multi,no,2001
3342,1422760,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Multi-sector,"",,2001-04-25T00:00:00Z,Standard,Humanitarian aid,FALSE,"",Traditional aid,,paid,2001-06-15T00:00:00Z,1,internal,single,,"",4397,United Nations High Commissioner for Refugees,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,,"","",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,407,Multi-sectoral assistance,single,,SEE/KOS/UNHCR-01-1/N05,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2127696.29305345,2.12769629305345,FALSE,0.66868566,UN Multi,Multi-sector,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,UN Multi,no,2001
3343,804853,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Multi-sector,"",,2001-04-25T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-12-19T00:00:00Z,1,incoming,single,,"",4314,"France, Government of",single,Government,22,2001,single,"",76,France,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"","",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,468,Multi-sector assistance,single,,SEE/REG/UNHCR-01-1/N51,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327227.19304162,1.32722719304162,FALSE,0.6064169,UN Multi,Multi-sector,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,France,FRA,DAC governments,no,2001
3344,98089,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Multi-sector,"",,2001-04-25T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-05-01T00:00:00Z,1,incoming,single,,"",4543,Private (individuals & organizations),single,Private organization/foundation,22,2001,single,"",,"","",,,International organization/foundation/individual,"","","","","",26479,Multi-sector,single,,,,"","",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,407,Multi-sectoral assistance,single,,SEE/KOS/UNHCR-01-1/N05,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146689.253063988,0.146689253063988,FALSE,0.66868566,UN Multi,Multi-sector,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,Private individual organisations,private,2001
3345,250000,2001,,financial,2001-05-01T00:00:00Z,2000-10-26T00:00:00Z,2000-10-26T00:00:00Z,"Grant to ACTED for seed distribution to benefit 8,000 drought-affected families for 8 months (OFDA assistance)","",,2001-04-30T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,"",Traditional aid,,commitment,2017-11-21T00:37:59.635Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26512,Agriculture,single,,,220,Tajikistan,single,,,2886,Agency for Technical Cooperation and Development,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356115.306774605,0.356115306774605,FALSE,0.70201981,NGOs and CSOs,Agriculture,International NGO,Tajikistan,TJK,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3346,2060,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Multi-sector,"",,2001-04-25T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-12-19T00:00:00Z,1,incoming,single,,"",4543,Private (individuals & organizations),single,Private organization/foundation,22,2001,single,"",,"","",,,International organization/foundation/individual,"","","","","",26479,Multi-sector,single,,,,"","",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,468,Multi-sector assistance,single,,SEE/REG/UNHCR-01-1/N51,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080.67022104228,0.00308067022104228,FALSE,0.66868566,UN Multi,Multi-sector,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,Private individual organisations,private,2001
3347,109000,2001,,financial,2001-05-01T00:00:00Z,2000-12-20T00:00:00Z,2000-12-20T00:00:00Z,Mission allowance to provide for support of emergency shelter programme with SNI (OFDA assistance),"",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2001-05-01T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,220,Tajikistan,single,,,3782,Shelter Now International,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155266.273753728,0.155266273753728,FALSE,0.70201981,NGOs and CSOs,Emergency Shelter and NFI,International NGO,Tajikistan,TJK,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3348,1199,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Multi-sector,"",,2001-04-25T00:00:00Z,Standard,Humanitarian aid,FALSE,"",Traditional aid,,paid,2001-06-15T00:00:00Z,1,internal,single,,"",4397,United Nations High Commissioner for Refugees,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,,"","",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,406,Multi-sectoral assistance,single,,SEE/FYROM/UNHCR-01-1/N06,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.06970632509,0.00179306970632509,FALSE,0.66868566,UN Multi,Multi-sector,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,UN Multi,no,2001
3349,12612002,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Multi-sector (REPRESENTS CURRENT ALLOCATION BY UNHCR FROM UNEARMARKED OR BROADLY EARMARKED CONTRIBUTIONS),"",,2001-04-20T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2002-01-08T00:00:00Z,1,incoming,single,,"",,"","","",22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,,"","",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,468,Multi-sector assistance,single,,SEE/REG/UNHCR-01-1/N51,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18860883.0044299,18.8608830044299,FALSE,0.66868566,UN Multi,Multi-sector,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,"",no,2001
3350,211140,2001,,financial,2001-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"To alleviate disease, unemployment, and poverty in five communities by providing a comprehensive community health and development initiative (PRM assistance)","",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2001-05-01T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,220,Tajikistan,single,,,3782,Shelter Now International,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300760.743489561,0.300760743489561,FALSE,0.70201981,NGOs and CSOs,Multi-sector,International NGO,Tajikistan,TJK,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3351,17857,2001,,financial,2001-05-01T00:00:00Z,2001-03-20T00:00:00Z,2001-03-20T00:00:00Z,Aid programme in GUINEA,"",,2001-03-20T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2001-10-10T00:00:00Z,1,incoming,single,30000,"",4331,"Liechtenstein, Government of",single,Government,22,2001,single,"",128,Liechtenstein,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"","",,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26704.6253092971,0.0267046253092971,FALSE,0.66868566,RCRC,Multi-sector,"","",,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Liechtenstein,LIE,NDD,no,2001
3352,15000,2001,,financial,2001-05-01T00:00:00Z,2001-04-26T00:00:00Z,2001-04-26T00:00:00Z,Reproductive health/safe motherhood,"",,2001-04-26T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-05-07T00:00:00Z,1,incoming,single,,"",1657,United Nations Foundation,single,Private organization/foundation,22,2001,single,"",,"","",,,International organization/foundation/individual,"","","","","",7,Health,single,,,200,Sierra Leone,single,,,4293,United Nations Population Fund,single,UN agency,,38,Sierra Leone 2001,single,,,137,Reproductive health/safe motherhood,single,,SIL-01-1/N19B,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22432.0647163273,0.0224320647163273,FALSE,0.66868566,UN Multi,Health,"",Sierra Leone,SLE,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,UN Multi,no,2001
3353,90093,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Human right monitoring,"",,2001-05-01T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-05-18T00:00:00Z,1,incoming,single,,2000-5454,3009,"Ireland, Government of",single,Government,22,2001,single,"",107,Ireland,single,,,National government,"","","","","",10,Protection,single,,,37,Burundi,single,,,3,Office of the High Commissioner for Human Rights,single,UN agency,,39,Burundi 2001,single,,,152,Human rights monitoring,single,,BDI-01-1/N31,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147794.209199354,0.147794209199354,FALSE,0.6095841,UN Multi,Protection,"",Burundi,BDI,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Ireland,IRL,DAC governments,no,2001
3354,70000,2001,,financial,2001-05-01T00:00:00Z,2001-04-26T00:00:00Z,2001-04-26T00:00:00Z,Reproductive health care services,"",,2001-04-26T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-05-01T00:00:00Z,1,incoming,single,,"",1657,United Nations Foundation,single,Private organization/foundation,22,2001,single,"",,"","",,,International organization/foundation/individual,"","","","","",7,Health,single,,,,"","",,,4293,United Nations Population Fund,single,UN agency,,52,West Africa 2001,single,,,589,Reproductive Health Care Services,single,,WA/GUI-01-1/N33,22,2001,single,,,9,West Africa 2001-2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104682.968676194,0.104682968676194,FALSE,0.66868566,UN Multi,Health,"","",,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,UN Multi,no,2001
3355,1e+05,2001,,financial,2001-05-01T00:00:00Z,2001-01-25T00:00:00Z,2001-01-25T00:00:00Z,Grant with WFP for vehicle support (OFDA assistance),"",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2001-05-01T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26480,Coordination and support services,single,,,220,Tajikistan,single,,,3049,World Food Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142446.122709842,0.142446122709842,FALSE,0.70201981,UN Multi,Coordination and support services,"",Tajikistan,TJK,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3356,297415,2001,,in kind,2001-05-02T00:00:00Z,2001-04-04T00:00:00Z,2001-04-04T00:00:00Z,In kind - food aid [EMOP 6203.01],"",,2001-04-04T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,FIM,Traditional aid,,paid,2001-09-19T00:00:00Z,1,incoming,single,2e+06,"",5295,"Finland, Government of",single,Government,22,2001,single,"",75,Finland,single,,,National government,"","","","","",6,Food Security,single,,,116,Kenya,single,,,3049,World Food Programme,single,UN agency,,71,Kenya Drought 2001,single,,,1144,Food Assistance to Drought-Affected People in Kenya (WFP EMOP 6203.01),single,,KEN-01-1/N01,22,2001,single,,,13,Kenya Drought 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501966.583606132,0.501966583606132,FALSE,0.5924996,UN Multi,Food Security,"",Kenya,KEN,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Finland,FIN,DAC governments,no,2001
3357,325555,2001,,financial,2001-05-02T00:00:00Z,2001-01-10T00:00:00Z,2001-01-10T00:00:00Z,"Grant extension with LWR for emergency animal health and water in Marsabit district to benefit over 42,000 people and their animals (OFDA assistance)","",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2001-05-02T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,116,Kenya,single,,,8521,ACT Alliance / Lutheran World Relief,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,13,Kenya Drought 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463740.474788026,0.463740474788026,FALSE,0.70201981,NGOs and CSOs,Multi-sector,International NGO,Kenya,KEN,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3358,227450,2001,,financial,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,Monitoring and technical cooperation programmes of the human rights situation in DRC,"",,2001-05-01T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-05-01T00:00:00Z,1,incoming,single,,"",2930,"Norway, Government of",single,Government,22,2001,single,"",167,Norway,single,,,National government,"","","","","",10,Protection,single,,,52,"Congo, The Democratic Republic of the",single,,,3,Office of the High Commissioner for Human Rights,single,UN agency,,40,Democratic Republic of the Congo 2001,single,,,205,Monitoring and technical cooperation programmes sof the human rights situation in DRC,single,,DRC-01-1/N16,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362909.092046287,0.362909092046287,FALSE,0.62674098,UN Multi,Protection,"","Congo, The Democratic Republic of the",COD,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Norway,NOR,DAC governments,no,2001
3359,324061,2001,,financial,2001-05-02T00:00:00Z,2001-03-22T00:00:00Z,2001-03-22T00:00:00Z,Grant with SCF/UK for emergency health and nutrition intervention (OFDA assistance),"",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2001-05-02T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",7,Health,single,,,116,Kenya,single,,,2849,Save the Children,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,13,Kenya Drought 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461612.329714741,0.461612329714741,FALSE,0.70201981,NGOs and CSOs,Health,International NGO,Kenya,KEN,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3360,249833,2001,,financial,2001-05-02T00:00:00Z,2001-03-23T00:00:00Z,2001-03-23T00:00:00Z,Grant with Tufts University (OFDA assistance),"",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2002-06-04T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,116,Kenya,single,,,4543,Private (individuals & organizations),single,Private organization/foundation,"",,"","",,,,"","",,"",22,2001,single,,,13,Kenya Drought 2001,single,,,,International organization/foundation/individual,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355877.42174968,0.35587742174968,FALSE,0.70201981,NGOs and CSOs,Multi-sector,"",Kenya,KEN,Private individual/organisation,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3361,1e+06,2001,,financial,2001-05-02T00:00:00Z,2001-03-23T00:00:00Z,2001-03-23T00:00:00Z,Emergency health and nutrition,"",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-10-25T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",7,Health,single,,,116,Kenya,single,,,2915,United Nations Children's Fund,single,UN agency,,71,Kenya Drought 2001,single,,,1146,Emergency Health and Nutrition,single,,KEN-01-1/N03,22,2001,single,,,13,Kenya Drought 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424461.22709842,1.42446122709842,FALSE,0.70201981,UN Multi,Health,"",Kenya,KEN,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3362,325376,2001,,financial,2001-05-02T00:00:00Z,2001-01-10T00:00:00Z,2001-01-10T00:00:00Z,"Grant mood with IMC for emergency health programme in Eritrea to benefit 112,000 people in 4 months (OFDA assistance)","",,2001-05-02T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2001-05-02T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",7,Health,single,,,69,Eritrea,single,,,4303,International Medical Corps US,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463485.496228376,0.463485496228376,FALSE,0.70201981,NGOs and CSOs,Health,International NGO,Eritrea,ERI,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3363,332000,2001,,financial,2001-05-02T00:00:00Z,2001-02-21T00:00:00Z,2001-02-21T00:00:00Z,Replenishment of disaster relief commodities dispatched to Eritrea (OFDA assistance),"",,2001-04-30T00:00:00Z,Standard,Humanitarian aid,TRUE,USD,Traditional aid,,commitment,2011-01-27T15:18:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,69,Eritrea,single,,,"","","","","",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472921.127396676,0.472921127396676,FALSE,0.70201981,,Emergency Shelter and NFI,,Eritrea,ERI,"",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
3364,140594,2001,,financial,2001-05-07T00:00:00Z,2001-03-09T00:00:00Z,2001-03-09T00:00:00Z,"To provide protection and assistance to civilians, refugees and detainees, medical help for the wounded and sick","",,2001-04-04T00:00:00Z,Standard,Humanitarian aid,TRUE,EUR,Traditional aid,,commitment,2001-05-07T00:00:00Z,1,incoming,single,153388,GEO 01/01,4306,"Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",26479,Multi-sector,single,,,82,Georgia,single,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232697.911274988,0.232697911274988,FALSE,0.60419107,RCRC,Multi-sector,"",Georgia,GEO,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Germany,DEU,DAC governments,no,2001
3365,462250,2001,,financial,2001-05-07T00:00:00Z,2001-03-19T00:00:00Z,2001-03-19T00:00:00Z,"Humanitarian assistance in Georgia (Part of FIM 21,500,000)","",,2001-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,FIM,Traditional aid,,commitment,2001-05-07T00:00:00Z,1,incoming,single,3e+06,"",5295,"Finland, Government of",single,Government,22,2001,single,"",75,Finland,single,,,National government,"","","","","",26479,Multi-sector,single,,,82,Georgia,single,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780169.303067884,0.780169303067884,FALSE,0.5924996,RCRC,Multi-sector,"",Georgia,GEO,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Finland,FIN,DAC governments,no,2001
