id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,amountUSD_defl,amountUSD_defl_millions,COVID,deflator,destination_deliverychannel,destination_globalcluster,destination_ngotype,destination_org_country,destination_org_iso3,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,newMoney_dest,source_globalcluster,source_org_country,source_org_iso3,source_orgtype,source_privatemoney,year
4507,434783,2001,,financial,2001-07-16T00:00:00Z,2001-05-01T00:00:00Z,2001-05-01T00:00:00Z,"Establishment of an effective response to malaria, through provision of nutritional support, and increasing the health security of the targeted population","",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,GBP,Traditional aid,,commitment,2017-11-21T00:38:21.922Z,1,incoming,single,3e+05,"",2917,"United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",9,Nutrition,single,,,37,Burundi,single,,,2904,Médecins Sans Frontières,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598065.948565143,0.598065948565143,FALSE,0.7269817,NGOs and CSOs,Nutrition,International NGO,Burundi,BDI,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United Kingdom,GBR,DAC governments,no,2001
4508,469672,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Rehabilitation of urban water supply systems,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",2966,European Commission,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",11,Water Sanitation Hygiene,single,,,206,Somalia,single,,,2915,United Nations Children's Fund,single,UN agency,,53,Somalia 2001,single,,,623,Rehabilitation of Urban Water Supply Systems,single,,SOM-01-1/N20,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798271.90428841,0.79827190428841,FALSE,0.58836093,UN Multi,Water Sanitation Hygiene,"",Somalia,SOM,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,European Commission,EUI,EC,no,2001
4509,185344,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Delivery of essential health services,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",2966,European Commission,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",7,Health,single,,,206,Somalia,single,,,2915,United Nations Children's Fund,single,UN agency,,53,Somalia 2001,single,,,480,Delivery of Essential Health Services,single,,SOM-01-1/N01,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315017.518243436,0.315017518243436,FALSE,0.58836093,UN Multi,Health,"",Somalia,SOM,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,European Commission,EUI,EC,no,2001
4510,172299,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Primary formal education,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"",3017,UNICEF National Committee/Italy,single,Private organization/foundation,22,2001,single,"",,"","",,,Local/National organization/foundation/individual,"","","","","",3,Education,single,,,206,Somalia,single,,,2915,United Nations Children's Fund,single,UN agency,,53,Somalia 2001,single,,,640,Primary Formal Education,single,,SOM-01-1/N25,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257668.154570565,0.257668154570565,FALSE,0.66868566,UN Multi,Education,"",Somalia,SOM,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,UN Multi,private,2001
4511,219660,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Rehabilitation of urban water supply systems,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,FALSE,"",Traditional aid,,paid,2001-09-13T00:00:00Z,1,internal,single,,"",2915,United Nations Children's Fund,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",11,Water Sanitation Hygiene,single,,,206,Somalia,single,,,2915,United Nations Children's Fund,single,UN agency,,53,Somalia 2001,single,,,623,Rehabilitation of Urban Water Supply Systems,single,,SOM-01-1/N20,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328495.155705896,0.328495155705896,FALSE,0.66868566,UN Multi,Water Sanitation Hygiene,"",Somalia,SOM,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,UN Multi,no,2001
4512,110580,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Rehabilitation of urban water supply systems,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"",3021,UNICEF National Committee/Switzerland,single,Private organization/foundation,22,2001,single,"",,"","",,,Local/National organization/foundation/individual,"","","","","",11,Water Sanitation Hygiene,single,,,206,Somalia,single,,,2915,United Nations Children's Fund,single,UN agency,,53,Somalia 2001,single,,,623,Rehabilitation of Urban Water Supply Systems,single,,SOM-01-1/N20,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165369.181088765,0.165369181088765,FALSE,0.66868566,UN Multi,Water Sanitation Hygiene,"",Somalia,SOM,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,UN Multi,private,2001
4513,50000,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Support to children in need of special protection,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",3021,UNICEF National Committee/Switzerland,single,Private organization/foundation,22,2001,single,"",,"","",,,Local/National organization/foundation/individual,"","","","","",10,Protection,single,,,206,Somalia,single,,,2915,United Nations Children's Fund,single,UN agency,,53,Somalia 2001,single,,,586,Support to children in need of special protection,single,,SOM-01-1/N36,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74773.5490544242,0.0747735490544242,FALSE,0.66868566,UN Multi,Protection,"",Somalia,SOM,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,UN Multi,private,2001
4514,278905,,,financial,2001-07-16T00:00:00Z,2001-07-11T00:00:00Z,2001-07-11T00:00:00Z,"Cash - GBP 198,055 for maintenance of health status and protection of livelihoods","",,2001-07-16T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",2917,"United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26479,Multi-sector,single,,,175,Peru,single,,,8582,Oxfam GB,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,81,PERU - Earthquake - June 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383647.896501384,0.383647896501384,FALSE,0.7269817,NGOs and CSOs,Multi-sector,International NGO,Peru,PER,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United Kingdom,GBR,DAC governments,no,2001
4515,295774,1997,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,"Cash - GBP 210,000 for clothing, shelter and essential non-food items","",,2001-07-16T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-06-13T00:00:00Z,1,incoming,single,,"",2917,"United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,175,Peru,single,,,8582,Oxfam GB,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,81,PERU - Earthquake - June 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406852.056936234,0.406852056936234,FALSE,0.7269817,NGOs and CSOs,Emergency Shelter and NFI,International NGO,Peru,PER,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United Kingdom,GBR,DAC governments,no,2001
4516,0,,,in kind,2001-07-16T00:00:00Z,2001-07-14T00:00:00Z,2001-07-14T00:00:00Z,"(via French NGOs) Detachement d'Intervention contre les Catasrophes et de Formation - 60 cubic meters of medicines, foodstuff, kitchen utensils, toys and clothing*","",,2001-07-16T00:00:00Z,Standard,Food|Bilateral aid,TRUE,USD,Traditional aid,,paid,2011-02-01T16:03:00Z,1,incoming,single,,"",4314,"France, Government of",single,Government,22,2001,single,"",76,France,single,,,National government,"","","","","",6,Food Security,single,,,175,Peru,single,,,85,"Peru, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,81,PERU - Earthquake - June 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,0.6064169,Public Sector,Food Security,"",Peru,PER,National government,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,France,FRA,DAC governments,no,2001
4517,0,,,in kind,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,"20,000 mts of polypropylene*","",,2001-07-16T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",4841,"Ecuador, Government of",single,Government,22,2001,single,"",65,Ecuador,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,175,Peru,single,,,85,"Peru, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,81,PERU - Earthquake - June 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,0.416230806681246,Public Sector,Emergency Shelter and NFI,"",Peru,PER,National government,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Ecuador,ECU,NDD,no,2001
4518,20000,,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Cash,"",,2001-07-16T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",3803,Organization of American States,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,175,Peru,single,,,85,"Peru, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,81,PERU - Earthquake - June 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29909.4196217697,0.0299094196217697,FALSE,0.66868566,Public Sector,Multi-sector,"",Peru,PER,National government,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,Other multi,no,2001
4519,50000,,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Cash,"",,2001-07-16T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",2482,Nextel Peru,single,Private organization/foundation,22,2001,single,"",,"","",,,International organization/foundation/individual,"","","","","",26479,Multi-sector,single,,,175,Peru,single,,,4033,Peruvian Red Cross,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,81,PERU - Earthquake - June 2001,single,,,,National Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74773.5490544242,0.0747735490544242,FALSE,0.66868566,RCRC,Multi-sector,"",Peru,PER,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,Private sector corporations,private,2001
4520,611660,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Assistance to the most vulnerable displaced and refugee children and women,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,52,"Congo, The Democratic Republic of the",single,,,2915,United Nations Children's Fund,single,UN agency,,40,Democratic Republic of the Congo 2001,single,,,199,Assistance to the most vulnerable displaced and refugee children and women,single,,DRC-01-1/N14,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871285.95416702,0.87128595416702,FALSE,0.70201981,UN Multi,Emergency Shelter and NFI,"","Congo, The Democratic Republic of the",COD,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
4521,62825,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Rapid educational initiative for internally displaced children in DRC,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",3778,UNICEF National Committee/Germany,single,Private organization/foundation,22,2001,single,"",,"","",,,Local/National organization/foundation/individual,"","","","","",3,Education,single,,,52,"Congo, The Democratic Republic of the",single,,,2915,United Nations Children's Fund,single,UN agency,,40,Democratic Republic of the Congo 2001,single,,,206,Rapid educational initiative for internally displaced children in DRC,single,,DRC-01-1/N21,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93952.964386884,0.093952964386884,FALSE,0.66868566,UN Multi,Education,"","Congo, The Democratic Republic of the",COD,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,UN Multi,private,2001
4522,4e+05,2001,,financial,2001-07-16T00:00:00Z,2001-08-15T00:00:00Z,2001-08-15T00:00:00Z,Health and nutrition,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-08-21T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",7,Health,single,,,51,Congo,single,,,2915,United Nations Children's Fund,single,UN agency,,42,Republic of Congo 2001,single,,,224,Health and nutrition,single,,ROC-01-1/N07,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569784.490839368,0.569784490839368,FALSE,0.70201981,UN Multi,Health,"",Congo,COG,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
45227,666667,2007,,financial,2007-05-14T00:00:00Z,2007-04-03T00:00:00Z,2007-04-03T00:00:00Z,Food aid,"",0.75,2007-05-14T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,EUR,Traditional aid,,commitment,2007-05-14T00:00:00Z,1,incoming,single,5e+05,"",5295,"Finland, Government of",single,Government,28,2007,single,"",75,Finland,single,,,National government,"","","","","",6,Food Security,single,,,116,Kenya,single,,,3049,World Food Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,13,Kenya Drought 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125177.13092127,1.12517713092127,FALSE,0.5924996,UN Multi,Food Security,"",Kenya,KEN,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Finland,FIN,DAC governments,no,2001
4523,54171,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,"Basic education, psycho-social support for children affected by armed conflict","",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",2930,"Norway, Government of",single,Government,22,2001,single,"",167,Norway,single,,,National government,"","","","","",3,Education,single,,,233,Uganda,single,,,2915,United Nations Children's Fund,single,UN agency,,44,Uganda 2001,single,,,286,"Basic education, psycho-social support for children affected by armed conflict",single,,UGA-01-1/N27,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86432.8354593951,0.0864328354593951,FALSE,0.62674098,UN Multi,Education,"",Uganda,UGA,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Norway,NOR,DAC governments,no,2001
4524,1399358,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Tanzanian communities affected by refugee influxes,"",,2001-07-13T00:00:00Z,Standard,Humanitarian aid,TRUE,EUR,Traditional aid,,paid,2001-08-30T00:00:00Z,1,incoming,single,1650000,echo/tza/210/2001/01000,2966,European Commission,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",2,Early Recovery,single,,,221,"Tanzania, United Republic of",single,,,2915,United Nations Children's Fund,single,UN agency,,43,Tanzania (United Republic of) 2001,single,,,257,Tanzanian communities affected by refugee influxes,single,,URT-01-1/N12,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378400.61881743,2.37840061881743,FALSE,0.58836093,UN Multi,Early Recovery,"","Tanzania, United Republic of",TZA,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,European Commission,EUI,EC,no,2001
4525,295774,,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,"Cash - GBP 210,000 for clothing, shelter and essential non-food items","",,2001-07-16T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,incoming,single,,"",2917,"United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,175,Peru,single,,,2849,Save the Children,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,81,PERU - Earthquake - June 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406852.056936234,0.406852056936234,FALSE,0.7269817,NGOs and CSOs,Emergency Shelter and NFI,International NGO,Peru,PER,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United Kingdom,GBR,DAC governments,no,2001
4526,31673,1997,,financial,2001-07-16T00:00:00Z,2001-07-11T00:00:00Z,2001-07-11T00:00:00Z,"Cash - DEM 72,850 for prfabricated birth unit to supplement mobile field hospital","",,2001-07-16T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-06-13T00:00:00Z,1,incoming,single,,"",4306,"Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",7,Health,single,,,67,El Salvador,single,,,2992,German Red Cross,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52422.1584407065,0.0524221584407065,FALSE,0.60419107,RCRC,Health,"",El Salvador,SLV,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Germany,DEU,DAC governments,no,2001
4527,20000,,,financial,2001-07-16T00:00:00Z,2001-07-16T00:00:00Z,2001-07-16T00:00:00Z,Blankets and other relief supplies,"",,2001-07-16T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,internal,single,,"",2915,United Nations Children's Fund,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,176,Philippines,single,,,2915,United Nations Children's Fund,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,84,PHILIPPINES - Mt. Mayon Volcanic Eruption - June 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29909.4196217697,0.0299094196217697,FALSE,0.66868566,UN Multi,Multi-sector,"",Philippines,PHL,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,UN Multi,no,2001
4528,20000,,,financial,2001-07-16T00:00:00Z,2001-07-16T00:00:00Z,2001-07-16T00:00:00Z,Emergency grant,"",,2001-07-16T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-07-16T00:00:00Z,1,internal,single,,"",4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,176,Philippines,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,84,PHILIPPINES - Mt. Mayon Volcanic Eruption - June 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29909.4196217697,0.0299094196217697,FALSE,0.66868566,UN Multi,Multi-sector,"",Philippines,PHL,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,UN Multi,no,2001
4529,20000,1996,,in kind,2001-07-16T00:00:00Z,2001-07-06T00:00:00Z,2001-07-06T00:00:00Z,"Dispatch of a disaster relief team to provide fodder, water relief and emergency veterinary care.","",,2001-07-16T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-07-17T00:00:00Z,1,internal,single,,"",3362,World Animal Protection,single,NGO,22,2001,single,"",,"","",,,International,"","","","","",26479,Multi-sector,single,,,176,Philippines,single,,,3362,World Animal Protection,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,84,PHILIPPINES - Mt. Mayon Volcanic Eruption - June 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29909.4196217697,0.0299094196217697,FALSE,0.66868566,NGOs and CSOs,Multi-sector,International NGO,Philippines,PHL,NGOs,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,NGOs,private,2001
4530,375000,2001,,financial,2001-07-16T00:00:00Z,2001-07-13T00:00:00Z,2001-07-13T00:00:00Z,Support to UNRWA's third emergency appeal June - December 2001,"",,2001-07-16T00:00:00Z,Standard,Humanitarian aid,TRUE,SEK,Traditional aid,,commitment,2001-07-16T00:00:00Z,1,incoming,single,3e+06,2001-2924,2921,"Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",26479,Multi-sector,single,,,171,occupied Palestinian territory,single,,,3035,United Nations Relief and Works Agency for Palestine Refugees in the Near East,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580291.939458684,0.580291939458684,FALSE,0.64622645,UN Multi,Multi-sector,"",occupied Palestinian territory,PSE,UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Sweden,SWE,DAC governments,no,2001
4531,1264591,2001,,financial,2001-07-16T00:00:00Z,2001-06-12T00:00:00Z,2001-06-12T00:00:00Z,Contribution to the ICRC HQ budget 2001,"",,2001-07-16T00:00:00Z,Standard,Humanitarian aid,TRUE,NLG,Traditional aid,,commitment,2001-07-16T00:00:00Z,1,incoming,single,3250000,WW1186801/DMV/2001/I0001,3008,"Netherlands, Government of",single,Government,22,2001,single,"",157,Netherlands,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"","",,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179491.48375652,2.17949148375652,FALSE,0.58022296,RCRC,Multi-sector,"","",,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Netherlands,NLD,DAC governments,no,2001
