variable,Donor,dac1,dac2a_mums_missing_un,dac2a_missing_ida,dac2a_missing_cerf,eu_imha
2021,Austria,108.965104,4.06281422147705,10.0299159460056,1.5034680268992,67.0463086853442
2021,Belgium,205.389998,107.350878458095,7.3323608847768,20.019309793,114.112244546458
2021,Czech Republic,22.717378,0.243155627045624,0.286673366125144,0.205451382528974,37.2786705100387
2021,Denmark,194.652632,73.3438132536946,4.39726416553379,30.7881534087565,58.970063873175
2021,Estonia,3.774733,0.312818332904235,0.183924420845907,0.166426920601215,4.95058852695916
2021,Finland,74.382741,52.8138256974099,3.25745570223367,19.3493798935952,46.0964847808955
2021,France,15.341196,98.2647023707698,30.8164627064626,3.49914761673943,501.483712557977
2021,Germany,2211.923827,147.3819906753,28.7288566846571,143.439591397766,634.410189552543
2021,Ireland,145.29516,52.9299038788446,1.65707713734991,12.8057578856228,50.8319018588766
2021,Italy,233.595001,49.1902273917217,12.5750124676794,16.2528824247991,353.38337359336
2021,Luxembourg,64.234823,12.4247574066096,0.964593932914574,5.54617132131041,7.89710638804816
2021,Netherlands,282.093741,198.249142805194,7.37181910384435,89.3759803037425,102.863778351027
2021,Portugal,3.763712,0.417177673311657,0.269980822021061,0.199565847254402,42.0817938220574
2021,Slovenia,1.76841,0.0585433286521799,0.113045323439758,0.0531839752224006,9.26065531856756
2021,Spain,112.110727,6.04543328656083,12.8476600615952,3.00658127730742,240.504627739878
2021,Sweden,548.91715,244.128965765215,16.3616880600036,63.5858244549547,81.3482386948795
2021,Turkey,5583.27181,2.86339382274079,0.123342213618892,0.445652457849738,0
2021,United Kingdom,946.193114,204.06586968626,44.8051027216483,81.8965460626025,319.738497582138
