donor_country_iso3,year,channel,sourceObjects_Organization.id,destinationObjects_Location.name,id,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,multiyear,amountUSD,iso3,recipient,donor_country,source_org_type,subchannel,gha_channel,dummy,deflator,amountUSD_defl
NOR,2022,NGO,2930,Colombia,236666,,"",financial,2021-08-01T15:16:04.704Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,Humanitarian Mine Clearance,"",8.352,2021-07-16T00:00:00Z,Standard,Mine action|Multiyear|Multi-year,TRUE,NOK,Traditional aid,236664,paid,2021-10-14T13:05:33.810Z,1,incoming,single,1800000,QCA-21-0265,"Norway, Government of",single,Government,42,2021,single,"",167,Norway,single,,,National government,"",,"","",,15,Protection - Mine Action,single,"","",49,single,"",,4295,HALO Trust,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,215517,COL,Colombia,Norway,Government,International,NGOs and CSOs,FALSE,1.17935431385634,182741.520057096
NZL,2022,NGO,5369,Colombia,236670,2020,"",financial,2021-08-01T15:27:12.813Z,2020-02-01T00:00:00Z,2020-02-01T00:00:00Z,Humanitarian Mine Clearance,"",1.541,2021-07-16T00:00:00Z,Standard,Mine action,TRUE,NZD,Traditional aid,236667,commitment,2021-08-01T15:27:12.813Z,1,incoming,single,35000,ACT-0A12712,"New Zealand, Government of",single,Government,41,2020,single,"",160,New Zealand,single,,,National government,"",,"","",,15,Protection - Mine Action,single,"","",49,single,"",,4295,HALO Trust,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,22713,COL,Colombia,New Zealand,Government,International,NGOs and CSOs,FALSE,1.17748094056448,19289.4842010024
USA,2022,NGO,2933,Colombia,236675,2020,"",financial,2021-08-01T15:51:32.392Z,2018-09-05T00:00:00Z,2018-09-05T00:00:00Z,Humanitarian Mine Clearance,"",,2021-07-16T00:00:00Z,Standard,Mine action|Multiyear,TRUE,"",Traditional aid,236671,paid,2022-02-21T09:32:01.053Z,1,incoming,single,,SPMWRA18GR0051,"United States of America, Government of",single,Government,39,2018,single,"",237,United States,single,,,National government,"",,"","",,15,Protection - Mine Action,single,"","",49,single,"",,4295,HALO Trust,single,NGO,,1090,Colombia Plan de Respuesta Humanitario 2022,single,,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,3400000,COL,Colombia,United States,Government,International,NGOs and CSOs,FALSE,1.06454475060314,3193853.52102265
USA,2022,NGO,2933,Colombia,236681,2020,"",financial,2021-08-01T16:02:04.687Z,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,Humanitarian Mine Clearance,"",,2021-07-16T00:00:00Z,Parked,Mine action|Multiyear|pmwra,TRUE,"",Traditional aid,236677,paid,2022-02-21T09:32:16.949Z,1,incoming,single,,SPMWRA19GR00601,"United States of America, Government of",single,Government,40,2019,single,"",237,United States,single,,,National government,"",,"","",,15,Protection - Mine Action,single,"","",49,single,"",,4295,HALO Trust,single,NGO,,1090,Colombia Plan de Respuesta Humanitario 2022,single,,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,3300000,COL,Colombia,United States,Government,International,NGOs and CSOs,FALSE,1.06454475060314,3099916.65275728
DEU,2022,UN agency,4306,Ethiopia,236699,2022,"",financial,2021-08-03T02:25:30.529Z,2021-08-02T00:00:00Z,2021-08-02T00:00:00Z,ETHIOPIA - Combating the locust plague (2022 portion),"",0.841,2021-08-02T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,236695,commitment,2021-08-03T09:24:19.090Z,1,incoming,single,166667,AA-S09-321.50 AFR 07/21,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",71,single,"",,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,198177,ETH,Ethiopia,Germany,Government,Uncategorized,UN Multi,FALSE,1.10048921888402,180080.81914784
DEU,2022,UN agency,4306,Kenya,236700,2022,"",financial,2021-08-03T02:25:30.712Z,2021-08-02T00:00:00Z,2021-08-02T00:00:00Z,KENYA - Combating the locust plague (2022 portion),"",0.841,2021-08-02T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,236695,commitment,2021-08-03T09:23:25.887Z,1,incoming,single,166666,AA-S09-321.50 AFR 07/21,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",116,single,"",,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,198176,KEN,Kenya,Germany,Government,Uncategorized,UN Multi,FALSE,1.10048921888402,180079.910461064
DEU,2022,UN agency,4306,Somalia,236701,2022,"",financial,2021-08-03T02:25:30.882Z,2021-08-02T00:00:00Z,2021-08-02T00:00:00Z,SOMALIA - Combating the locust plague (2022 portion),"",0.841,2021-08-02T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,236695,commitment,2021-08-03T09:22:38.066Z,1,incoming,single,166667,AA-S09-321.50 AFR 07/21,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",206,single,"",,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,198177,SOM,Somalia,Germany,Government,Uncategorized,UN Multi,FALSE,1.10048921888402,180080.81914784
SWE,2022,Uncategorized,2921,Iraq,236842,,"",financial,2021-08-05T03:12:41.506Z,2020-10-01T00:00:00Z,2020-10-01T00:00:00Z,"Promoting gender equality, resilience and social cohesion in Iraq",earmarked,8.9214,2021-06-28T00:00:00Z,Standard,Multiyear,TRUE,SEK,Traditional aid,236839,commitment,2021-08-05T03:12:41.506Z,1,incoming,single,9e+06,R09744,"Sweden, Government of",single,Government,41,2020,single,"",216,Sweden,single,,,National government,"",,"","",,2; 13,Early Recovery; Protection - Gender-Based Violence,shared; shared,"","",106,single,"",,744,OXFAM,single,"",,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,1008810,IRQ,Iraq,Sweden,Government,Uncategorized,Uncategorized,FALSE,1.13576156897645,888223.397899565
DAC,2022,NGO,4695,Niger,236935,,"",financial,2021-08-06T03:10:26.867Z,2017-07-01T00:00:00Z,2017-07-01T00:00:00Z,Together For inclusion: 	Education,unearmarked,0.87512,2021-07-15T00:00:00Z,Pass through,Multiyear,FALSE,EUR,Traditional aid,236931,paid,2021-08-06T03:10:26.867Z,1,incoming,single,270453,19 NOR-DEV023,Adventist Development and Relief Agency,single,NGO,38,2017,single,"",167,Norway,single,,,International,"",,"","",,3,Education,single,"","",162,single,"",,4695,Adventist Development and Relief Agency,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,309047,NER,Niger,Total DAC,NGO,International,NGOs and CSOs,FALSE,1.08142436250486,285777.730477762
DAC,2022,NGO,4695,Niger,236940,,"",financial,2021-08-06T03:24:39.503Z,2021-03-15T00:00:00Z,2021-03-15T00:00:00Z,Reducing the Vulnerability of Agropastoral Populations through Female Entrepreneurship and Community Action,unearmarked,0.8368,2021-07-15T00:00:00Z,Pass through,Multiyear,FALSE,EUR,Traditional aid,236936,paid,2021-08-06T03:24:39.503Z,1,incoming,single,468775,18-CO1-1220,Adventist Development and Relief Agency,single,NGO,42,2021,single,"",209,Spain,single,,,International,"",,"","",,6,Food Security,single,"","",162,single,"",,4695,Adventist Development and Relief Agency,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,560200,NER,Niger,Total DAC,NGO,International,NGOs and CSOs,FALSE,1.08142436250486,518020.510193084
DAC,2022,NGO,4695,Niger,236944,,"",financial,2021-08-06T03:37:02.030Z,2020-04-01T00:00:00Z,2020-04-01T00:00:00Z,"Breaking Barrier, Improving Girls' Education, Hope and Totality",unearmarked,1.4187,2021-07-15T00:00:00Z,Pass through,Multiyear,FALSE,CAD,Traditional aid,236941,paid,2021-08-06T03:37:02.030Z,1,incoming,single,225371,P007252,Adventist Development and Relief Agency,single,NGO,41,2020,single,"",40,Canada,single,,,International,"",,"","",,3,Education,single,"","",162,single,"",,4695,Adventist Development and Relief Agency,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,158857,NER,Niger,Total DAC,NGO,International,NGOs and CSOs,FALSE,1.08142436250486,146896.080306574
TWN,2022,NGO,6547,India,236960,,"",financial,2021-08-06T09:18:18.632Z,2021-07-16T00:00:00Z,2021-07-16T00:00:00Z,Healthcare workers from the target PHC facilities deliver quality services and comply with infection prevention and control (IPC) standards to respond to the COVID-19 pandemic.,earmarked,,2021-08-06T00:00:00Z,Standard,Multiyear,TRUE,"",Traditional aid,236958,commitment,2021-08-06T09:18:18.632Z,1,incoming,single,,"",Taiwan International Cooperation and Development Fund,single,Private organization/foundation,42,2021,single,"",,"","",,,International organization/foundation/individual,"",,"","",,7,Health,single,"","",103,single,"",,4758,Terre des Hommes International,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,110000,IND,India,"Taiwan, Province of China",Government,International,NGOs and CSOs,FALSE,1.16354016217779,94539.0658403345
CAN,2022,UN agency,2928,"",236989,,"",financial,2021-08-12T02:25:21.171Z,2021-08-03T00:00:00Z,2021-08-03T00:00:00Z,Pending distribution - OCHA activities Earmarked field  [OCT 8637];[P010182],softly earmarked,1.246,2021-08-07T00:00:00Z,Standard,"",TRUE,CAD,Traditional aid,,commitment,2021-08-12T07:26:43.615Z,2,incoming,single,1.2e+07,[OCT 8637];[P010182],"Canada, Government of",single,Government,42,2021,single,"",40,Canada,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","","","","",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,9630819,,"",Canada,Government,Uncategorized,UN Multi,FALSE,1.20152957126909,8015465.64503417
DEU,2022,UN agency,4306,Afghanistan,237018,2022,"",financial,2021-08-07T02:25:36.589Z,2021-08-05T00:00:00Z,2021-08-05T00:00:00Z,Emergency food aid for afghn. Refugees and Conflict-Affected Population,"",0.841,2021-08-06T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,237015,commitment,2021-08-20T08:31:09.193Z,1,incoming,single,175000,AA-S09-321.50 ASI 08/21,"Germany, Government of",single,Government,42,2021,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",1,single,"",,3049,World Food Programme,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,208086,AFG,Afghanistan,Germany,Government,Uncategorized,UN Multi,FALSE,1.10048921888402,189084.996408248
DEU,2022,UN agency,4306,"Iran, Islamic Republic of",237019,2022,"",financial,2021-08-07T02:25:36.723Z,2021-08-05T00:00:00Z,2021-08-05T00:00:00Z,Emergency food aid for afghn. Refugees and Conflict-Affected Population,"",0.841,2021-08-06T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,237015,commitment,2021-08-20T08:31:16.208Z,1,incoming,single,75000,AA-S09-321.50 ASI 08/21,"Germany, Government of",single,Government,42,2021,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",105,single,"",,3049,World Food Programme,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,89180,IRN,"Iran, Islamic Republic of",Germany,Government,Uncategorized,UN Multi,FALSE,1.10048921888402,81036.6866568995
DEU,2022,NGO,4306,Syrian Arab Republic,237049,2022,"",financial,2021-08-07T02:25:42.043Z,2020-10-02T00:00:00Z,2020-10-02T00:00:00Z,Providing multi-sectoral emergency support to the conflict-affected population in Northwest Syria (2022 portion),"",0.852,2021-08-06T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,219474,commitment,2021-08-19T08:13:36.731Z,1,incoming,single,3e+06,AA-S09 321.50 SYR 08/20,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",218,single,"",,4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,3521127,SYR,Syrian Arab Republic,Germany,Government,International,NGOs and CSOs,FALSE,1.10048921888402,3199601.54045917
JPN,2022,UN agency,4537,Syrian Arab Republic,237097,,"",financial,2021-08-09T12:31:47.844Z,2021-03-10T00:00:00Z,2021-03-10T00:00:00Z,The project for enhancing food security and livelihoods in North-eastern Area of Syria (2022 portion),"",,2021-04-06T00:00:00Z,Pass through,Multiyear,TRUE,"",Traditional aid,237095,paid,2021-08-09T13:47:39.798Z,1,incoming,single,,"","Japan, Government of",single,Government,42,2021,single,"",112,Japan,single,,,National government,"",,"","",,"","","","","",218,single,"",,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,911,Coronavirus disease Outbreak - COVID -19,single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,750000,SYR,Syrian Arab Republic,Japan,Government,Uncategorized,UN Multi,FALSE,1.01021119876082,742419.011905623
CHE,2022,NGO,2924,Yemen,237151,,"",financial,2021-08-10T08:45:46.007Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"Essential nutrition, health and WaSH assistance to vulnerable and conflict- affected populations in Yemen. Multi year 2021 to 2023. 2022 portion total amount CHF 540,000",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237149,commitment,2021-08-10T08:48:25.283Z,1,incoming,single,540000,7F-10486.02,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,7; 11; 9,Health; Water Sanitation Hygiene; Nutrition,shared; shared; shared,NULL; NULL; NULL,"",248,single,"",,4528,MEDAIR,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,595369,YEM,Yemen,Switzerland,Government,International,NGOs and CSOs,FALSE,1.07440918531544,554136.178410652
CHE,2022,UN agency,2924,Mali,237155,,"",financial,2021-08-10T09:10:10.761Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"Secondment  Experts. Shelter, NFI and rehabilitation, Emergency rehabilitation (shelter). Multi year 2021/2022.2022 portion total amount CHF 74,400",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237153,commitment,2021-08-10T09:10:10.761Z,1,incoming,single,74400,Z7H214200145,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,4,Emergency Shelter and NFI,single,"","",137,single,"",,4397,United Nations High Commissioner for Refugees,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,82029,MLI,Mali,Switzerland,Government,Uncategorized,UN Multi,FALSE,1.07440918531544,76348.0069987644
CHE,2022,NGO,2924,South Sudan,237162,,"",financial,2021-08-10T09:36:12.737Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"NGO Safety Platform, Protection, access and security. Multi year 2021/2022. 2022 portion total amount CHF 78,000",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237160,commitment,2021-08-10T09:36:12.737Z,1,incoming,single,78000,7F-10575.01,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,"","","","","",211,single,"",,6865,International NGO Safety Organisation,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,85998,SSD,South Sudan,Switzerland,Government,International,NGOs and CSOs,FALSE,1.07440918531544,80042.1302939173
EUI,2022,NGO,6789,Central African Republic,237259,,"",financial,2021-08-11T08:03:38.707Z,2019-12-17T00:00:00Z,2019-12-17T00:00:00Z,"Renouveler le contrat social entre l’Etat et la population en favorisant les dynamiques de consolidation de la paix en République Centrafricaine - EU Bekou Trust Fund
(ACTED, lead agency)",unearmarked,0.89664,2021-03-19T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,237256,paid,2021-08-23T10:43:40.335Z,1,incoming,single,1338205,"",European Union Trust Fund Bêkou for the Central African Republic,single,Other,40,2019,single,"",,"","",,,"","",,"","",,11; 2,Water Sanitation Hygiene; Early Recovery,shared; shared,NULL; NULL,"",43,single,"",,1504,Concern Worldwide,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,1492466,CAF,Central African Republic,European Commission,Other,International,NGOs and CSOs,FALSE,1.08142436250486,1380092.82178835
CHE,2022,UN agency,2924,Senegal,237277,,"",financial,2021-08-11T14:04:59.226Z,2021-07-30T00:00:00Z,2021-07-30T00:00:00Z,UNHCR Senior Wash Officer. Multi year 2021/2022. 2022 portion total amount CHF   130'200 (Z7H214200120),earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237275,commitment,2021-08-11T14:04:59.226Z,1,incoming,single,130200,Z7H214200120,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,11,Water Sanitation Hygiene,single,"","",197,single,"",,4397,United Nations High Commissioner for Refugees,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,143550,SEN,Senegal,Switzerland,Government,Uncategorized,UN Multi,FALSE,1.07440918531544,133608.31418977
CHE,2022,NGO,2924,Myanmar,237286,,"",financial,2021-08-11T14:44:29.042Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"Protection, access and security. Multi-year 2021/2022/2023. 2022 portion CHF 240'000
 (7F-08113.05)",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237282,commitment,2021-08-11T14:44:29.042Z,1,incoming,single,240000,7F-08113.05,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,10,Protection,single,"","",153,single,"",,4319,NGOs (details not yet provided),single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,264609,MMR,Myanmar,Switzerland,Government,International,NGOs and CSOs,FALSE,1.07440918531544,246283.26304034
CHE,2022,NGO,2924,Peru,237292,,"",financial,2021-08-11T15:32:07.498Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"Early Warning Early Action to strengthen the community resilience to hydro meteorological risks in the Andes (EWEA-Andes) Multi year 2021 to 2024. 2022 portion total amount CHF 250,000 (7F-10801.01)",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237290,commitment,2021-08-11T15:32:07.498Z,1,incoming,single,250000,7F-10801.01,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,"","","","","",175,single,"",,2836,Practical Action,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,275634,PER,Peru,Switzerland,Government,International,NGOs and CSOs,FALSE,1.07440918531544,256544.716637987
CHE,2022,UN agency,2924,Syrian Arab Republic,237399,,"",financial,2021-08-12T08:43:50.531Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"Child Protection Specialist.  Secondment. 2021/2022. 2022 portion total amount CHF 130, 200 (Z7H414400099)",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237397,commitment,2021-08-12T08:43:50.531Z,1,incoming,single,130200,Z7H414400099,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,"","","","","",218,single,"",,2915,United Nations Children's Fund,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,143550,SYR,Syrian Arab Republic,Switzerland,Government,Uncategorized,UN Multi,FALSE,1.07440918531544,133608.31418977
CHE,2022,NGO,2924,Jordan,237405,,"",financial,2021-08-12T08:58:59.850Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"Sexual & Gender-based violence. Multi year 2021 to 2023. 2022 portion total amount CHF 900,000	 (7F-09919.03)",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237403,commitment,2021-08-12T08:58:59.850Z,1,incoming,single,9e+05,7F-09919.03,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,13,Protection - Gender-Based Violence,single,"","",114,single,"",,3001,International Rescue Committee,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,992282,JOR,Jordan,Switzerland,Government,International,NGOs and CSOs,FALSE,1.07440918531544,923560.607599116
CHE,2022,UN agency,2924,Syrian Arab Republic,237409,,"",financial,2021-08-12T09:14:23.161Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,"UNICEF SYR Protecting children affected by armed conflict through the Syria Monitoring and Reporting Mechanism (MRM). Multi year 2021/2022. 2022 portion total amount CHF527,250 (7F-10706.01)",earmarked,0.907,2021-08-09T00:00:00Z,Standard,Multiyear,TRUE,CHF,Traditional aid,237407,commitment,2021-08-12T09:14:23.161Z,1,incoming,single,527250,7F-10706.01,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,,,National government,"",,"","",,"","","","","",218,single,"",,2915,United Nations Children's Fund,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,FALSE,581312,SYR,Syrian Arab Republic,Switzerland,Government,Uncategorized,UN Multi,FALSE,1.07440918531544,541052.708730641
