donor_country_iso3,year,channel,sourceObjects_Organization.id,destinationObjects_Location.name,id,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,multiyear,amountUSD,iso3,recipient,donor_country,source_org_type,subchannel,gha_channel,dummy,deflator,amountUSD_defl
USA,2001,UN agency,2933,Sudan,4763,2001,,financial,2001-08-17T00:00:00Z,2001-08-10T00:00:00Z,2001-08-10T00:00:00Z,Multi-sector assistance to refugees,"",,2001-08-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-11-29T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,single,,,4397,United Nations High Commissioner for Refugees,single,UN agency,,46,Sudan 2001,single,,,400,Multi-sectoral assistance to refugees,single,,SUD-01-1/N36,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,950000,SDN,Sudan,United States,Government,Uncategorized,UN Multi,FALSE,0.702024446284728,1353229.22873643
DAC,2001,UN agency,2988,Sierra Leone,4764,2001,,financial,2001-08-17T00:00:00Z,2001-08-10T00:00:00Z,2001-08-10T00:00:00Z,Repatriation and reintegration of Sierra Leonean returnees,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",Stichting Vluchteling,single,NGO,22,2001,single,"",,"","",,,International,"","","","","",26479,Multi-sector,single,,,200,single,,,4397,United Nations High Commissioner for Refugees,single,UN agency,,38,Sierra Leone 2001,single,,,181,Repatriation and reintegration of Sierra Leonean returnees,single,,SIL-01-1/N32,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,115000,SLE,Sierra Leone,Total DAC,NGO,Uncategorized,UN Multi,FALSE,0.682860803106723,168409.139134652
DAC,2001,UN agency,4397,Sierra Leone,4765,2001,,financial,2001-08-17T00:00:00Z,2001-08-10T00:00:00Z,2001-08-10T00:00:00Z,Local integration of Liberian refugees,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,FALSE,"",Traditional aid,,paid,2001-09-28T00:00:00Z,1,internal,single,,"",United Nations High Commissioner for Refugees,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,200,single,,,4397,United Nations High Commissioner for Refugees,single,UN agency,,38,Sierra Leone 2001,single,,,180,Local integration of Liberian refugees,single,,SIL-01-1/N31,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,384231,SLE,Sierra Leone,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,562678.36468562
DAC,2001,UN agency,4397,Sierra Leone,4766,2001,,financial,2001-08-17T00:00:00Z,2001-08-10T00:00:00Z,2001-08-10T00:00:00Z,Repatriation and reintegration of Sierra Leonean returnees,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,FALSE,"",Traditional aid,,paid,2001-11-30T00:00:00Z,1,internal,single,,"",United Nations High Commissioner for Refugees,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,200,single,,,4397,United Nations High Commissioner for Refugees,single,UN agency,,38,Sierra Leone 2001,single,,,181,Repatriation and reintegration of Sierra Leonean returnees,single,,SIL-01-1/N32,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1067985,SLE,Sierra Leone,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,1563986.38659757
DAC,2001,NGO,4396,Sudan,4767,,,financial,2001-08-17T00:00:00Z,2001-08-16T00:00:00Z,2001-08-16T00:00:00Z,Cash for flood mitigation,"",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",Office for the Coordination of Humanitarian Affairs,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",2,Early Recovery,single,,,212,single,,,3431,GOAL,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,89,SUDAN - Floods - August 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10000,SDN,Sudan,Total DAC,UN agency,International,NGOs and CSOs,FALSE,0.682860803106723,14644.2729682306
DAC,2001,UN agency,2915,Sudan,4768,,,in kind,2001-08-17T00:00:00Z,2001-08-16T00:00:00Z,2001-08-16T00:00:00Z,"Emergency health kits, water purification tablets, blankets, soap and cooking pots*","",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,commitment,2001-08-17T00:00:00Z,1,internal,single,,"",United Nations Children's Fund,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,212,single,,,2915,United Nations Children's Fund,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,89,SUDAN - Floods - August 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,SDN,Sudan,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,0
EUI,2001,Government,2966,Pakistan,4769,,,in kind,2001-08-17T00:00:00Z,2001-08-01T00:00:00Z,2001-08-01T00:00:00Z,Food and other essential items*,"",,2001-08-17T00:00:00Z,Standard,Food|Bilateral aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"",European Commission,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",6,Food Security,single,,,169,single,,,83,"Pakistan, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,87,PAKISTAN - Floods - July 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,PAK,Pakistan,European Commission,Inter-governmental,National government,Public Sector,FALSE,0.682860803106723,0
EUI,2001,Uncategorized,2966,India,4770,,,financial,2001-08-17T00:00:00Z,2001-08-06T00:00:00Z,2001-08-06T00:00:00Z,"Cash - EUR 2,150,000 for food/water and sanitation/temporary shelter","",,2001-08-17T00:00:00Z,Standard,"",TRUE,USD,Traditional aid,,paid,2011-04-26T17:26:00Z,1,incoming,single,,"",European Commission,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,103,single,,,"","","","","",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1882661,IND,India,European Commission,Inter-governmental,Uncategorized,Uncategorized,FALSE,0.682860803106723,2757020.15906419
DAC,2001,UN agency,2915,Pakistan,4771,,,in kind,2001-08-17T00:00:00Z,2001-08-01T00:00:00Z,2001-08-01T00:00:00Z,Assessment mission*,"",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",United Nations Children's Fund,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26480,Coordination and support services,single,,,169,single,,,2915,United Nations Children's Fund,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,87,PAKISTAN - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,PAK,Pakistan,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,0
DAC,2001,UN agency,4398,Pakistan,4772,,,in kind,2001-08-17T00:00:00Z,2001-08-01T00:00:00Z,2001-08-01T00:00:00Z,Medicines,"",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",World Health Organization,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",7,Health,single,,,169,single,,,4398,World Health Organization,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,87,PAKISTAN - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5000,PAK,Pakistan,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,7322.13648411528
DAC,2001,UN agency,3049,Pakistan,4773,,,in kind,2001-08-17T00:00:00Z,2001-08-01T00:00:00Z,2001-08-01T00:00:00Z,7.5 tons of wheat flour and 8.5 tons of edible oil*,"",,2001-08-17T00:00:00Z,Standard,Food,FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",World Food Programme,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",6,Food Security,single,,,169,single,,,3049,World Food Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,87,PAKISTAN - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,PAK,Pakistan,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,0
DAC,2001,UN agency,4397,Pakistan,4774,,,in kind,2001-08-17T00:00:00Z,2001-08-01T00:00:00Z,2001-08-01T00:00:00Z,100 tents*,"",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",United Nations High Commissioner for Refugees,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",4,Emergency Shelter and NFI,single,,,169,single,,,4397,United Nations High Commissioner for Refugees,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,87,PAKISTAN - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,PAK,Pakistan,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,0
DAC,2001,Red Cross/Red Crescent,4393,Pakistan,4775,,,financial,2001-08-17T00:00:00Z,2001-08-01T00:00:00Z,2001-08-01T00:00:00Z,"Emergency grant - CHF 55,500","",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,22,2001,single,"",,"","",,,International Society,"","","","","",26479,Multi-sector,single,,,169,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,87,PAKISTAN - Floods - July 2001,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,31180,PAK,Pakistan,Total DAC,Red Cross/Red Crescent,International Society,RCRC,FALSE,0.682860803106723,45660.8431149429
USA,2001,Red Cross/Red Crescent,2933,Indonesia,4776,,,financial,2001-08-17T00:00:00Z,2001-08-08T00:00:00Z,2001-08-08T00:00:00Z,Cash,"",,2001-08-17T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,104,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,90,INDONESIA - Floods/Landslides - August 2001,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,25000,IDN,Indonesia,United States,Government,International Society,RCRC,FALSE,0.702024446284728,35611.2954930639
DEU,2001,UN agency,4306,"",4777,2001,,financial,2001-08-17T00:00:00Z,2001-06-20T00:00:00Z,2001-06-20T00:00:00Z,Multi-sector assistance,"",,2001-06-21T00:00:00Z,Standard,Humanitarian aid,TRUE,EUR,Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,787724,GF07 321.5 YUG 26/01,"Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,405,Multi-sectoral assistance,single,,SEE/FRY/UNHCR-01-1/N04,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,669832,,"",Germany,Government,Uncategorized,UN Multi,FALSE,0.60333001161548,1110224.89699535
DAC,2001,UN agency,4396,India,4778,,,financial,2001-08-17T00:00:00Z,2001-08-06T00:00:00Z,2001-08-06T00:00:00Z,Emergency grant,"",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",Office for the Coordination of Humanitarian Affairs,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,103,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,25000,IND,India,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,36610.6824205764
GBR,2001,UN agency,2917,"",4779,2001,,financial,2001-08-17T00:00:00Z,2001-06-07T00:00:00Z,2001-06-07T00:00:00Z,Multi-sector,"",,2001-07-06T00:00:00Z,Standard,Humanitarian aid,TRUE,GBP,Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,1e+06,R1424,"United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,406,Multi-sectoral assistance,single,,SEE/FYROM/UNHCR-01-1/N06,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1408451,,"",United Kingdom,Government,Uncategorized,UN Multi,FALSE,0.730778599059878,1927329.29208918
DNK,2001,UN agency,3776,India,4780,,,financial,2001-08-17T00:00:00Z,2001-08-06T00:00:00Z,2001-08-06T00:00:00Z,Cash from pre-positioned funds,"",,2001-08-17T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Denmark, Government of",single,Government,22,2001,single,"",61,Denmark,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,25000,IND,India,Denmark,Government,Uncategorized,UN Multi,FALSE,0.572153931446353,43694.5350297642
DNK,2001,NGO,3776,India,4781,,,financial,2001-08-17T00:00:00Z,2001-08-15T00:00:00Z,2001-08-15T00:00:00Z,"Cash - DKK 300,000","",,2001-08-17T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Denmark, Government of",single,Government,22,2001,single,"",61,Denmark,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,8572,ACT Alliance / DanChurchAid,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,35252,IND,India,Denmark,Government,International,NGOs and CSOs,FALSE,0.572153931446353,61612.7899547699
SWE,2001,Government,2921,India,4782,,,financial,2001-08-17T00:00:00Z,2001-08-13T00:00:00Z,2001-08-13T00:00:00Z,For tube wells for potable water,"",,2001-08-17T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",11,Water Sanitation Hygiene,single,,,103,single,,,4846,"India, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,29801,IND,India,Sweden,Government,National government,Public Sector,FALSE,0.646973248540399,46062.1827366625
SWE,2001,NGO,2921,India,4783,,,financial,2001-08-17T00:00:00Z,2001-08-13T00:00:00Z,2001-08-13T00:00:00Z,"Blankets, tarpulins, cooking utensils, medical assistance and water purification","",,2001-08-17T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,8482,ACT Alliance / Church of Sweden,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,94607,IND,India,Sweden,Government,International,NGOs and CSOs,FALSE,0.646973248540399,146230.157449999
SWE,2001,Private organization/foundation,2921,India,4784,,,financial,2001-08-17T00:00:00Z,2001-08-13T00:00:00Z,2001-08-13T00:00:00Z,"Shelter, health interventions, water purification","",,2001-08-17T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,5299,Diakonia World Federation,single,Private organization/foundation,"",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,International organization/foundation/individual,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,37275,IND,India,Sweden,Government,International organization/foundation/individual,Other,FALSE,0.646973248540399,57614.4378211836
JPN,2001,UN agency,4537,"",4785,2001,,financial,2001-08-17T00:00:00Z,2001-08-15T00:00:00Z,2001-08-15T00:00:00Z,Multi-sector,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Japan, Government of",single,Government,22,2001,single,"",112,Japan,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,403,Multi-sectoral assistance,single,,SEE/BiH/UNHCR-01-1/N02,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3e+06,,"",Japan,Government,Uncategorized,UN Multi,FALSE,0.946736247536983,3168781.17617738
GBR,2001,UN agency,2917,India,4786,,,financial,2001-08-17T00:00:00Z,2001-08-15T00:00:00Z,2001-08-15T00:00:00Z,"Cash - GBP 592,334 for agriculture","",,2001-08-17T00:00:00Z,Standard,Agriculture,TRUE,"",Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,,"","United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26512,Agriculture,single,,,103,single,,,5294,United Nations Development Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,86,INDIA - Floods - July 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,834273,IND,India,United Kingdom,Government,Uncategorized,UN Multi,FALSE,0.730778599059878,1141622.10151373
USA,2001,UN agency,2933,"",4787,2001,,financial,2001-08-17T00:00:00Z,2001-08-15T00:00:00Z,2001-08-15T00:00:00Z,Multi-sector,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,403,Multi-sectoral assistance,single,,SEE/BiH/UNHCR-01-1/N02,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4e+05,,"",United States,Government,Uncategorized,UN Multi,FALSE,0.702024446284728,569780.727889022
USA,2001,UN agency,2933,"",4788,2001,,financial,2001-08-17T00:00:00Z,2001-08-15T00:00:00Z,2001-08-15T00:00:00Z,Multi-sector,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,403,Multi-sectoral assistance,single,,SEE/BiH/UNHCR-01-1/N02,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5e+05,,"",United States,Government,Uncategorized,UN Multi,FALSE,0.702024446284728,712225.909861278
USA,2001,Government,2933,Thailand,4789,,,financial,2001-08-17T00:00:00Z,2001-08-16T00:00:00Z,2001-08-16T00:00:00Z,Cash,"",,2001-08-17T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,222,single,,,98,"Thailand, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,91,THAILAND - Floods - August 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,25000,THA,Thailand,United States,Government,National government,Public Sector,FALSE,0.702024446284728,35611.2954930639
DAC,2001,UN agency,4396,Pakistan,4790,,,financial,2001-08-17T00:00:00Z,2001-08-06T00:00:00Z,2001-08-06T00:00:00Z,Emergency grant,"",,2001-08-17T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,internal,single,,"",Office for the Coordination of Humanitarian Affairs,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,169,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,76,PAKISTAN - Drought - May 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,31000,PAK,Pakistan,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,45397.2462015148
NOR,2001,UN agency,2930,Pakistan,4791,,,financial,2001-08-17T00:00:00Z,2001-08-06T00:00:00Z,2001-08-06T00:00:00Z,Cash pre-positioned funds,"",,2001-08-17T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Norway, Government of",single,Government,22,2001,single,"",167,Norway,single,,,National government,"","","","","",26479,Multi-sector,single,,,169,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,76,PAKISTAN - Drought - May 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,20000,PAK,Pakistan,Norway,Government,Uncategorized,UN Multi,FALSE,0.626793513784831,31908.4348515861
JPN,2001,UN agency,4537,"",4792,2001,,financial,2001-08-17T00:00:00Z,2001-08-15T00:00:00Z,2001-08-15T00:00:00Z,Multi-sector,"",,2001-08-15T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-08-17T00:00:00Z,1,incoming,single,,"","Japan, Government of",single,Government,22,2001,single,"",112,Japan,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"",,,4397,United Nations High Commissioner for Refugees,single,UN agency,,48,Southeastern Europe 2001,single,,,404,Multi-sectoral assistance,single,,SEE/CRO/UNHCR-01-1/N03,22,2001,single,,,10,Southeastern Europe 2000 - 2002,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1e+06,,"",Japan,Government,Uncategorized,UN Multi,FALSE,0.946736247536983,1056260.39205913
